"item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"pH17","413","FPP",12,12,8.2,0.185864075456917,8.2,8.19,0.148259999999999,7.9,8.6,0.699999999999999,0.778724138860362,-0.053208679593713,0.053654336998866
"pH18","414","Groundwater (springwater)",12,1,8.3,NA,8.3,8.3,0,8.3,8.3,0,NA,NA,NA
"pH19","415","Kafarnigan river",12,7,7.67142857142857,0.26903708365382,7.8,7.67142857142857,0.29652,7.3,8,0.7,-0.18055800516785,-1.90231570467522,0.101686459543155
"pH20","416","Kapshagay",12,2,8.25,0.353553390593274,8.25,8.25,0.37065,8,8.5,0.5,0,-2.75,0.25
"pH21","417","Kaskelen (Kas)",12,12,8.35,0.079772403521747,8.35,8.35,0.074130000000001,8.2,8.5,0.300000000000001,1.1e-14,-0.787840136054406,0.023028309323592
"pH22","418","Kazcik",12,12,8.14166666666667,0.188092498199125,8.2,8.18,0,7.6,8.3,0.700000000000001,-1.90991361668611,2.8475071148323,0.054297627233907
"pH23","419","Kosozen (UA)",12,12,8.30833333333333,0.124011240937215,8.3,8.31,0.148260000000001,8.1,8.5,0.4,0.120769195666276,-1.18986194358838,0.03579896166882
"pH24","420","Lake",12,5,7.92,0.465832587954084,8,7.92,0.7413,7.4,8.5,1.1,0.005698136946242,-2.05037015014122,0.208326666559996
"pH25","421","Luchob river",12,7,8.37142857142857,0.138013111868471,8.3,8.37142857142857,0.148259999999999,8.2,8.6,0.4,0.432523234516356,-1.44658163265306,0.05216405309573
"pH26","422","Maykhura river",12,7,8.25714285714286,0.053452248382486,8.3,8.25714285714286,0,8.2,8.3,0.100000000000001,-0.2290810644964,-2.20408163265305,0.020203050891044
"pH27","423","Otegen Batyr village",12,10,8.29,0.128668393770792,8.3,8.2875,0.148260000000002,8.1,8.5,0.4,0.445033494926887,-1.03357641547678,0.040688518719112
"pH28","424","Potable water well",12,7,6.9,0.081649658092773,6.9,6.9,0.148259999999999,6.8,7,0.2,-1.4e-14,-1.71428571428571,0.030860669992418
"pH29","425","Pskem river, Mulala gaging station",12,7,8.21428571428571,0.069006555934236,8.2,8.21428571428571,0,8.1,8.3,0.200000000000001,-0.106467257727069,-1.24408163265308,0.026082026547865
"pH30","426","Radnik",12,4,8.05,0.1,8.1,8.05,0,7.9,8.1,0.199999999999999,-0.75000000000002,-1.68749999999997,0.05
"pH31","427","South-East water uptake,  drinking water facility",12,7,7.25714285714286,0.078679579246944,7.2,7.25714285714286,0,7.2,7.4,0.2,0.682377415954065,-1.26325323028618,0.029738085706659
"pH32","428","Spring on left bank of Chirhik, Hodjakent vil.",12,7,8.17142857142857,0.095118973121134,8.2,8.17142857142857,0,8,8.3,0.300000000000001,-0.528480562968211,-0.965854485838665,0.035951592548908
"pH33","429","upstream of Almaty city",12,10,8.16,0.09660917830793,8.1,8.1375,0,8.1,8.4,0.300000000000001,1.41069116488415,0.906734693877542,0.030550504633039
"pH34","430","Varzob river, Gauging station",12,7,8.17142857142857,0.197604704011871,8.1,8.17142857142857,0,8,8.6,0.6,1.33757242071433,0.251599509524224,0.074687557815991
"pH35","431","well",12,2,7.3,0,7.3,7.3,0,7.3,7.3,0,NA,NA,0
"pH36","432","Zarechnoe",12,9,7.74444444444444,0.2185812841434,7.7,7.74444444444444,0.148260000000001,7.5,8.1,0.6,0.704829740228039,-1.20595717404804,0.0728604280478
"EC [microS/cm]1","433","AgroBioCenter",13,12,206.666666666667,28.7096225026109,200,201,14.826,180,290,110,1.89147429810186,3.054034205594,8.28775414010748
"EC [microS/cm]2","434","Alplager",13,9,51.1111111111111,13.6422546197874,50,51.1111111111111,14.826,30,70,40,0.088604925923422,-1.42828972880209,4.54741820659581
"EC [microS/cm]3","435","Arna village",13,12,570,121.355975243384,555,567,126.021,370,800,430,0.264093981790128,-0.982641746684957,35.0324524872685
"EC [microS/cm]4","436","Baityk",13,9,75.5555555555556,27.4367960552572,70,75.5555555555556,29.652,50,120,70,0.285588517555543,-1.75168326099005,9.14559868508574
"EC [microS/cm]5","437","BAL",13,12,126.666666666667,8.87625364598595,130,127,0,110,140,30,-0.820878388217291,-0.464250493096646,2.56235371595269
"EC [microS/cm]6","438","Bore hole near Yangiyul",13,2,840,42.4264068711929,840,840,44.478,810,870,60,0,-2.75,30
"EC [microS/cm]7","439","Bridge",13,9,556.666666666667,190.722311227606,550,556.666666666667,281.694,320,790,470,-0.143417587138301,-1.89067024961216,63.5741037425355
"EC [microS/cm]8","440","Chirchik river near inflow to Syrdarya river",13,6,808.333333333333,165.579789426931,840,808.333333333333,59.304,500,990,490,-0.833969436114884,-0.745424777425682,67.5976659689108
"EC [microS/cm]9","441","Chirchik river near Tashkent",13,7,418.571428571429,87.0686647477287,450,418.571428571429,44.478,240,510,270,-1.03454148857444,-0.280015636844875,32.9088619869924
"EC [microS/cm]10","442","Chircik river, downstream Charvak reserv. Dam",13,7,174.285714285714,9.75900072948533,170,174.285714285714,14.826,160,190,30,0.16938836980464,-1.33408163265306,3.68855556781659
"EC [microS/cm]11","443","Chircik river, downstream Gazalkent town",13,7,411.428571428571,191.174315868055,490,411.428571428571,222.39,150,640,490,-0.161133014362375,-1.95460381113771,72.2570995499691
"EC [microS/cm]12","444","Chirhik river, downstream Tashkent town",13,7,505.714285714286,106.90449676497,530,505.714285714286,44.478,280,610,330,-1.17333889478384,-0.012262882653062,40.4061017820884
"EC [microS/cm]13","445","Chirhik river, near Chirchik town",13,7,217.142857142857,30.3942350423485,210,217.142857142857,14.826,190,280,90,1.11765024139599,-0.261686053951818,11.4879410302998
"EC [microS/cm]14","446","city, Makataeva-Kopernika str. Crossing",13,10,196,25.0333111406914,195,195,29.652,160,240,80,0.142278506732178,-1.28038478949751,7.91622805802528
"EC [microS/cm]15","447","Corn field",13,1,950,NA,950,950,0,950,950,0,NA,NA,NA
"EC [microS/cm]16","448","Darhan",13,12,217.5,49.5663008688179,200,210,14.826,170,340,170,1.26180052500508,0.495370927006235,14.308558574673
"EC [microS/cm]17","449","FPP",13,12,174.166666666667,46.7990546395065,165,165,22.239,130,310,180,1.90492213120327,3.02467084410112,13.5097233969695
"EC [microS/cm]18","450","Groundwater (springwater)",13,1,210,NA,210,210,0,210,210,0,NA,NA,NA
"EC [microS/cm]19","451","Kafarnigan river",13,7,294.285714285714,91.0781976942786,290,294.285714285714,74.13,110,390,280,-0.946462662128364,-0.383410195174729,34.4243229941482
"EC [microS/cm]20","452","Kapshagay",13,2,715,346.482322781408,715,715,363.237,470,960,490,0,-2.75,245
"EC [microS/cm]21","453","Kaskelen (Kas)",13,12,587.5,103.583519222632,600,581,111.195,460,780,320,0.430114716628187,-1.00695498145528,29.9019863533978
"EC [microS/cm]22","454","Kazcik",13,12,277.5,88.0211751383,250,267,59.304,200,460,260,1.07854840747268,-0.32438677407135,25.4095245802423
"EC [microS/cm]23","455","Kosozen (UA)",13,12,439.166666666667,114.689964158979,425,434,88.956,280,650,370,0.654286398894347,-0.81527493034007,33.1081408402675
"EC [microS/cm]24","456","Lake",13,5,544,161.338154197945,540,544,222.39,360,720,360,-0.00341744216505,-2.14914471599527,72.1526160301898
"EC [microS/cm]25","457","Luchob river",13,7,201.428571428571,62.5642526870234,220,201.428571428571,59.304,110,260,150,-0.359148134663944,-1.83133934483805,23.6470647960669
"EC [microS/cm]26","458","Maykhura river",13,7,180,20,180,180,14.826,150,210,60,0.107142857142857,-1.39285714285714,7.55928946018454
"EC [microS/cm]27","459","Otegen Batyr village",13,10,634,59.2921205182911,645,631.25,59.304,540,750,210,0.274259734202576,-0.752324794903474,18.7498148139003
"EC [microS/cm]28","460","Potable water well",13,7,864.285714285714,73.9047005399843,900,864.285714285714,0,700,900,200,-1.49874837629753,0.521551135137375,27.9333511924999
"EC [microS/cm]29","461","Pskem river, Mulala gaging station",13,7,157.142857142857,12.5356634105602,160,157.142857142857,14.826,140,180,40,0.452882290865575,-0.8900320458762,4.73803541479343
"EC [microS/cm]30","462","Radnik",13,4,197.5,12.5830573921179,200,197.5,7.413,180,210,30,-0.423501793114218,-1.82046398891967,6.29152869605896
"EC [microS/cm]31","463","South-East water uptake,  drinking water facility",13,7,574.285714285714,59.1205386920493,570,574.285714285714,14.826,460,650,190,-0.665879929132767,-0.569738813269145,22.345463250762
"EC [microS/cm]32","464","Spring on left bank of Chirhik, Hodjakent vil.",13,7,252.857142857143,24.2997158517582,260,252.857142857143,14.826,200,270,70,-1.35934098728479,0.272245110323005,9.18442929618377
"EC [microS/cm]33","465","upstream of Almaty city",13,10,171,25.1440295541948,175,170,37.065,140,210,70,0.087565816151253,-1.64896090017019,7.95124029458437
"EC [microS/cm]34","466","Varzob river, Gauging station",13,7,137.142857142857,25.6347977784662,140,137.142857142857,29.652,110,180,70,0.321906048257813,-1.47818371204815,9.6890428330361
"EC [microS/cm]35","467","well",13,2,655,35.3553390593274,655,655,37.065,630,680,50,0,-2.75,25
"EC [microS/cm]36","468","Zarechnoe",13,9,96.2222222222222,35.755341481301,100,96.2222222222222,14.826,16,140,124,-0.956017385111738,0.163624317790124,11.9184471604337
"TDS    [mg/L]1","469","AgroBioCenter",14,12,101.666666666667,13.3711584684304,100,99,0,90,140,50,1.81652751107191,2.78683687637652,3.85992097056273
"TDS    [mg/L]2","470","Alplager",14,9,22.2222222222222,6.66666666666667,20,22.2222222222222,0,10,30,20,-0.175925925925926,-1.12037037037037,2.22222222222222
"TDS    [mg/L]3","471","Arna village",14,12,280,60.1513243260846,275,279,66.717,180,390,210,0.21135973283439,-1.07874064627998,17.3641916458887
"TDS    [mg/L]4","472","Baityk",14,9,33.3333333333333,14.142135623731,30,33.3333333333333,14.826,20,50,30,0.183323980307623,-2,4.71404520791032
"TDS    [mg/L]5","473","BAL",14,12,58.3333333333333,3.89249472080762,60,59,0,50,60,10,-1.56997287072574,0.529166666666669,1.12366643743874
"TDS    [mg/L]6","474","Bore hole near Yangiyul",14,2,425,7.07106781186548,425,425,7.413,420,430,10,0,-2.75,5
"TDS    [mg/L]7","475","Bridge",14,9,274.444444444444,94.7511360236793,270,274.444444444444,148.26,160,390,230,-0.108206826289174,-1.9024444317369,31.5837120078931
"TDS    [mg/L]8","476","Chirchik river near inflow to Syrdarya river",14,7,412.857142857143,81.9988385515888,430,412.857142857143,59.304,250,500,250,-0.866442655686188,-0.527832324818155,30.99264780052
"TDS    [mg/L]9","477","Chirchik river near Tashkent",14,7,207.142857142857,42.7060829836866,220,207.142857142857,14.826,120,250,130,-1.03086215719131,-0.350098034700931,16.1413821492174
"TDS    [mg/L]10","478","Chircik river, downstream Charvak reserv. Dam",14,7,84.2857142857143,5.34522483824849,80,84.2857142857143,0,80,90,10,0.229081064496361,-2.20408163265306,2.02030508910442
"TDS    [mg/L]11","479","Chircik river, downstream Gazalkent town",14,7,202.857142857143,95.5186344322903,240,202.857142857143,118.608,70,320,250,-0.143495444004777,-1.90222298489612,36.1026503257616
"TDS    [mg/L]12","480","Chirhik river, downstream Tashkent town",14,7,248.571428571429,51.7779140266618,260,248.571428571429,29.652,140,300,160,-1.13413822879289,-0.075169972522258,19.5702119886043
"TDS    [mg/L]13","481","Chirhik river, near Chirchik town",14,7,111.428571428571,20.3540097839643,100,111.428571428571,14.826,90,140,50,0.547660123964658,-1.6725715256376,7.69309258162072
"TDS    [mg/L]14","482","city, Makataeva-Kopernika str. Crossing",14,10,94,11.7378779077727,95,93.75,14.826,80,110,30,0.029680586176782,-1.67921956295526,3.71184290855335
"TDS    [mg/L]15","483","Corn field",14,1,470,NA,470,470,0,470,470,0,NA,NA,NA
"TDS    [mg/L]16","484","Darhan",14,12,105.833333333333,26.0971378902095,100,102,14.826,80,170,90,1.2355024855637,0.481400021982981,7.53359479299561
"TDS    [mg/L]17","485","FPP",14,12,83.3333333333333,23.094010767585,80,79,14.826,60,150,90,1.85984969528012,2.91276041666667,6.66666666666667
"TDS    [mg/L]18","486","Groundwater (springwater)",14,1,100,NA,100,100,0,100,100,0,NA,NA,NA
"TDS    [mg/L]19","487","Kafarnigan river",14,7,147.142857142857,45.7217255850672,140,147.142857142857,29.652,60,200,140,-0.649158100133843,-0.748282835428057,17.2811879158324
"TDS    [mg/L]20","488","Kapshagay",14,2,350,169.705627484771,350,350,177.912,230,470,240,0,-2.75,120
"TDS    [mg/L]21","489","Kaskelen (Kas)",14,12,291.666666666667,52.8863847976934,300,289,59.304,220,390,170,0.353853575480122,-1.05382845381873,15.2669842497072
"TDS    [mg/L]22","490","Kazcik",14,12,137.5,43.9265916563698,125,132,29.652,100,230,130,1.14479864194531,-0.174044136315016,12.6805147586939
"TDS    [mg/L]23","491","Kosozen (UA)",14,12,215,58.6979943903925,205,213,37.065,130,320,190,0.618073645515338,-0.799375555493673,16.9446514310921
"TDS    [mg/L]24","492","Lake",14,5,268,77.9102047231298,270,268,103.782,180,350,170,-0.030144955707111,-2.16711968277835,34.8425027803687
"TDS    [mg/L]25","493","Luchob river",14,7,98.5714285714286,32.8778402720188,110,98.5714285714286,29.652,50,130,80,-0.398687211777585,-1.78181455974266,12.4266555720951
"TDS    [mg/L]26","494","Maykhura river",14,7,88.5714285714286,8.99735410842437,90,88.5714285714286,14.826,80,100,20,0.216149980063977,-1.90304357036932,3.40068020406802
"TDS    [mg/L]27","495","Otegen Batyr village",14,10,312,31.1982905514602,320,311.25,29.652,260,370,110,0.109858495439698,-0.829512103584162,9.86576572463249
"TDS    [mg/L]28","496","Potable water well",14,7,432.857142857143,37.7334006393477,450,432.857142857143,14.826,350,460,110,-1.41829692412995,0.378070692265001,14.2618848874971
"TDS    [mg/L]29","497","Pskem river, Mulala gaging station",14,7,75.7142857142857,7.86795792469443,70,75.7142857142857,0,70,90,20,0.682377415954058,-1.26325323028619,2.9738085706659
"TDS    [mg/L]30","498","Radnik",14,4,97.5,5,100,97.5,0,90,100,10,-0.75,-1.6875,2.5
"TDS    [mg/L]31","499","South-East water uptake,  drinking water facility",14,7,288.571428571429,32.8778402720188,300,288.571428571429,14.826,220,320,100,-1.12223067018876,-0.147006975663794,12.4266555720951
"TDS    [mg/L]32","500","Spring on left bank of Chirhik, Hodjakent vil.",14,7,127.142857142857,7.55928946018454,130,127.142857142857,14.826,120,140,20,0.364465741830328,-1.45408163265306,2.85714285714286
"TDS    [mg/L]33","501","upstream of Almaty city",14,10,83,11.5950180872841,80,82.5,14.826,70,100,30,0.246329787983664,-1.57391093504542,3.66666666666667
"TDS    [mg/L]34","502","Varzob river, Gauging station",14,7,68.5714285714286,10.690449676497,70,68.5714285714286,14.826,60,90,30,0.930641824516478,-0.51658163265306,4.04061017820884
"TDS    [mg/L]35","503","well",14,2,320,14.142135623731,320,320,14.826,310,330,20,0,-2.75,10
"TDS    [mg/L]36","504","Zarechnoe",14,9,53.3333333333333,12.2474487139159,50,53.3333333333333,14.826,40,70,30,0.161283275244982,-1.74897119341564,4.08248290463863
"NO+3-N [mg/L]1","505","AgroBioCenter",15,12,0.776666666666667,0.332984666131622,0.67,0.703,0.14826,0.55,1.74,1.19,1.93990456462392,2.91007153133899,0.096124393313555
"NO+3-N [mg/L]2","506","Alplager",15,9,0.603555555555556,0.150578145086788,0.56,0.603555555555556,0.192738,0.38,0.8,0.42,0.013934531755364,-1.56092501936339,0.050192715028929
"NO+3-N [mg/L]3","507","Arna village",15,12,1.89416666666667,0.603963549973812,1.89,1.97,0.348411,0.36,2.67,2.31,-1.02305108437118,0.913891498972163,0.174349259079051
"NO+3-N [mg/L]4","508","Baityk",15,9,0.645555555555556,0.178963062607282,0.71,0.645555555555556,0.177912,0.38,0.86,0.48,-0.367442248060557,-1.52453607859109,0.059654354202427
"NO+3-N [mg/L]5","509","BAL",15,12,0.655833333333333,0.114689964158979,0.605,0.638,0.081543,0.54,0.95,0.41,1.26267183972194,0.828580246990468,0.033108140840268
"NO+3-N [mg/L]6","510","Bore hole near Yangiyul",15,2,5.57,0.098994949366116,5.57,5.57,0.103782,5.5,5.64,0.14,-7e-15,-2.75,0.07
"NO+3-N [mg/L]7","511","Bridge",15,9,2.53,1.0415013202104,2.67,2.53,1.275036,0.87,4.01,3.14,-0.068330613978934,-1.53852976689142,0.347167106736799
"NO+3-N [mg/L]8","512","Chirchik river near inflow to Syrdarya river",15,7,1.94857142857143,0.809535434090206,2.03,1.94857142857143,0.800604,0.84,3.06,2.22,-0.184410441939696,-1.61965606785326,0.305975633728201
"NO+3-N [mg/L]9","513","Chirchik river near Tashkent",15,7,4.63428571428571,1.51319592411621,5.16,4.63428571428571,1.022994,1.48,6.19,4.71,-1.10269476233827,-0.126413746464596,0.571934300018293
"NO+3-N [mg/L]10","514","Chircik river, downstream Charvak reserv. Dam",15,7,0.497714285714286,0.135437210895817,0.41,0.497714285714286,0.0681996,0.364,0.7,0.336,0.354177347091498,-1.89647061492382,0.051190454042077
"NO+3-N [mg/L]11","515","Chircik river, downstream Gazalkent town",15,7,2.16714285714286,0.952132943898667,2.37,2.16714285714286,0.548562,0.81,3.58,2.77,-0.091809004221306,-1.49442990902472,0.359872426375384
"NO+3-N [mg/L]12","516","Chirhik river, downstream Tashkent town",15,7,4.05428571428571,1.09296015698739,4.17,4.05428571428571,0.800604,1.75,4.98,3.23,-1.18337737479906,-0.060422577219556,0.413100109755822
"NO+3-N [mg/L]13","517","Chirhik river, near Chirchik town",15,7,0.762857142857143,0.179509914834277,0.74,0.762857142857143,0.14826,0.56,1.09,0.53,0.606809841335916,-1.10253008103702,0.067848370360269
"NO+3-N [mg/L]14","518","city, Makataeva-Kopernika str. Crossing",15,10,1.19,1,0.91,0.91125,0.044478,0.59,4.02,3.43,2.2268196,3.432458808,0.316227766016838
"NO+3-N [mg/L]15","519","Corn field",15,1,0.86,NA,0.86,0.86,0,0.86,0.86,0,NA,NA,NA
"NO+3-N [mg/L]16","520","Darhan",15,12,1.27416666666667,0.621002976619031,1.02,1.183,0.289107,0.74,2.72,1.98,1.20785719914381,0.042320753038806,0.179268117859278
"NO+3-N [mg/L]17","521","FPP",15,12,0.684166666666667,0.184709025882398,0.705,0.704,0.081543,0.2,0.97,0.77,-1.1742817855254,1.46441748444038,0.053320902907478
"NO+3-N [mg/L]18","522","Groundwater (springwater)",15,1,2.56,NA,2.56,2.56,0,2.56,2.56,0,NA,NA,NA
"NO+3-N [mg/L]19","523","Kafarnigan river",15,7,1.86428571428571,1.05444862594718,2.07,1.86428571428571,0.770952,0.21,3.09,2.88,-0.487177397521012,-1.56212649946567,0.398544119221431
"NO+3-N [mg/L]20","524","Kapshagay",15,2,0.66,0.707106781186548,0.66,0.66,0.7413,0.16,1.16,1,0,-2.75,0.5
"NO+3-N [mg/L]21","525","Kaskelen (Kas)",15,12,1.48333333333333,0.377535870260474,1.435,1.519,0.185325,0.54,2.07,1.53,-0.87382448751372,0.850910681819442,0.108985218161812
"NO+3-N [mg/L]22","526","Kazcik",15,12,1.03083333333333,0.221501419381183,0.98,1.016,0.252042,0.77,1.44,0.67,0.439075056861288,-1.36637585685325,0.063941952052805
"NO+3-N [mg/L]23","527","Kosozen (UA)",15,12,2.21833333333333,0.737807973703596,2.085,2.136,0.778365,1.45,3.81,2.36,0.76873505444515,-0.605192518640405,0.212986816114012
"NO+3-N [mg/L]24","528","Lake",15,4,1.705,1.13379892397197,1.655,1.705,1.119363,0.39,3.12,2.73,0.092789116725884,-1.93977309633934,0.566899461985986
"NO+3-N [mg/L]25","529","Luchob river",15,7,0.534428571428572,0.131987192740883,0.52,0.534428571428572,0.118608,0.34,0.711,0.371,0.061600202442064,-1.55469492070683,0.049886469748275
"NO+3-N [mg/L]26","530","Maykhura river",15,7,0.464714285714286,0.061092046088162,0.46,0.464714285714286,0.059304,0.37,0.56,0.19,-0.003091009825497,-1.26154104624915,0.023090623004768
"NO+3-N [mg/L]27","531","Otegen Batyr village",15,10,3.068,1.15873302456702,3.495,3.20625,0.429954,0.93,4.1,3.17,-1.07894972365434,-0.601675339604655,0.366423555768761
"NO+3-N [mg/L]28","532","Potable water well",15,7,13.2285714285714,2.52831583319429,13.9,13.2285714285714,4.15128,10,16.7,6.7,-0.017692989502555,-1.89201858243152,0.955613561494166
"NO+3-N [mg/L]29","533","Pskem river, Mulala gaging station",15,7,0.542857142857143,0.060474315681476,0.55,0.542857142857143,0.044478,0.45,0.64,0.19,0.042473546736739,-1.20414266780931,0.022857142857143
"NO+3-N [mg/L]30","534","Radnik",15,4,0.605,0.099498743710662,0.625,0.605,0.088956,0.48,0.69,0.21,-0.24364553097193,-2.15956917661463,0.049749371855331
"NO+3-N [mg/L]31","535","South-East water uptake,  drinking water facility",15,7,6.03,0.211581347634111,6.1,6.03,0.192738000000001,5.67,6.23,0.56,-0.581787651689468,-1.4271185801672,0.079970232557109
"NO+3-N [mg/L]32","536","Spring on left bank of Chirhik, Hodjakent vil.",15,7,2.00142857142857,2.10086036797172,1.07,2.00142857142857,0.014826,1.06,6.73,5.67,1.57172538795712,0.691147993211254,0.794050581846404
"NO+3-N [mg/L]33","537","upstream of Almaty city",15,10,0.858,0.078429019572548,0.865,0.8675,0.051891,0.68,0.96,0.28,-0.86184478636727,0.099228027164288,0.024801433650318
"NO+3-N [mg/L]34","538","Varzob river, Gauging station",15,7,0.467714285714286,0.094639164348442,0.47,0.467714285714286,0.103782,0.32,0.594,0.274,-0.170016680084049,-1.57714205026064,0.035770241878993
"NO+3-N [mg/L]35","539","well",15,2,11.2,0,11.2,11.2,0,11.2,11.2,0,NA,NA,0
"NO+3-N [mg/L]36","540","Zarechnoe",15,9,0.887888888888889,0.606259112188107,0.69,0.887888888888889,0.177912,0.511,2.46,1.949,1.86754552891682,2.0611930320547,0.202086370729369
"PO3-4-P [mg/L]1","541","AgroBioCenter",16,12,0.017916666666667,0.006316764611058,0.018,0.0183,0.0051891,0.004,0.028,0.024,-0.473871764506053,-0.261376968490301,0.001823492874301
"PO3-4-P [mg/L]2","542","Alplager",16,9,0.053111111111111,0.109887947979344,0.013,0.053111111111111,0.014826,0.003,0.342,0.339,1.97026402970121,2.32742489071586,0.036629315993115
"PO3-4-P [mg/L]3","543","Arna village",16,12,0.02525,0.008203380677834,0.0215,0.0245,0.0066717,0.017,0.041,0.024,0.546995060877453,-1.32431358732987,0.002368112021306
"PO3-4-P [mg/L]4","544","Baityk",16,9,0.149333333333333,0.278037767218772,0.008,0.149333333333333,0.0044478,0,0.741,0.741,1.23111840190449,-0.332711520043905,0.092679255739591
"PO3-4-P [mg/L]5","545","BAL",16,11,0.008636363636364,0.009168126605504,0.008,0.006888888888889,0.0059304,0,0.033,0.033,1.52975312979639,1.70436990218537,0.002764294180085
"PO3-4-P [mg/L]6","546","Bore hole near Yangiyul",16,2,1.05,0.381837661840736,1.05,1.05,0.400302,0.78,1.32,0.54,0,-2.75,0.27
"PO3-4-P [mg/L]7","547","Bridge",16,9,0.147888888888889,0.085973025485388,0.122,0.147888888888889,0.044478,0.029,0.304,0.275,0.497960133638988,-1.15423676386343,0.028657675161796
"PO3-4-P [mg/L]8","548","Chirchik river near inflow to Syrdarya river",16,7,0.89,1.43195670325607,0.07,0.89,0.088956,0.01,3.27,3.26,0.789103877898561,-1.48609234653406,0.541228760718212
"PO3-4-P [mg/L]9","549","Chirchik river near Tashkent",16,4,0.775,1.39009591995181,0.09,0.775,0.029652,0.06,2.86,2.8,0.749689515991251,-1.68770697505649,0.695047959975904
"PO3-4-P [mg/L]10","550","Chircik river, downstream Charvak reserv. Dam",16,3,0.796666666666667,1.36254663528752,0.01,0.796666666666667,0,0.01,2.37,2.36,0.38490017945975,-2.33333333333333,0.786666666666667
"PO3-4-P [mg/L]11","551","Chircik river, downstream Gazalkent town",16,5,0.67,1.26299247820405,0.12,0.67,0.163086,0.01,2.92,2.91,1.05172814349604,-0.946887607030224,0.564827407267034
"PO3-4-P [mg/L]12","552","Chirhik river, downstream Tashkent town",16,3,0.776666666666667,1.20034717200206,0.16,0.776666666666667,0.22239,0.01,2.16,2.15,0.378149278521843,-2.33333333333333,0.693020762876393
"PO3-4-P [mg/L]13","553","Chirhik river, near Chirchik town",16,4,0.7475,1.44857113506149,0.035,0.7475,0.044478,0,2.92,2.92,0.749264232931757,-1.68799793543224,0.724285567530745
"PO3-4-P [mg/L]14","554","city, Makataeva-Kopernika str. Crossing",16,10,0.0112,0.005308274463305,0.0105,0.01125,0.0051891,0.003,0.019,0.016,0.092100719816439,-1.50540253162038,0.001678623774935
"PO3-4-P [mg/L]15","555","Corn field",16,1,1.99,NA,1.99,1.99,0,1.99,1.99,0,NA,NA,NA
"PO3-4-P [mg/L]16","556","Darhan",16,12,0.009416666666667,0.008680786865605,0.01,0.0084,0.0111195,0,0.029,0.029,0.773521239857801,-0.410611781002027,0.002505927316817
"PO3-4-P [mg/L]17","557","FPP",16,12,0.009833333333333,0.003713203305487,0.011,0.01,0.0029652,0.003,0.015,0.012,-0.582895046767176,-1.02917773618323,0.001071909463989
"PO3-4-P [mg/L]18","558","Groundwater (springwater)",16,1,0.049,NA,0.049,0.049,0,0.049,0.049,0,NA,NA,NA
"PO3-4-P [mg/L]19","559","Kafarnigan river",16,7,0.019142857142857,0.008649249898663,0.017,0.019142857142857,0.0059304,0.009,0.033,0.024,0.506170968104672,-1.50773217978741,0.003269109179873
"PO3-4-P [mg/L]20","560","Kapshagay",16,2,0.0045,0.003535533905933,0.0045,0.0045,0.0037065,0.002,0.007,0.005,0,-2.75,0.0025
"PO3-4-P [mg/L]21","561","Kaskelen (Kas)",16,12,0.018666666666667,0.009028574168447,0.02,0.0192,0.0096369,0,0.032,0.032,-0.40297274434731,-0.779353496128209,0.002606324863276
"PO3-4-P [mg/L]22","562","Kazcik",16,12,0.006083333333333,0.004601547829181,0.0055,0.0057,0.0037065,0,0.016,0.016,0.664348501584775,-0.550943068005201,0.001328352438933
"PO3-4-P [mg/L]23","563","Kosozen (UA)",16,12,0.008833333333333,0.006739750917077,0.006,0.0077,0.0029652,0.003,0.026,0.023,1.33483576975671,0.744939134057646,0.001945598503123
"PO3-4-P [mg/L]24","564","Lake",16,4,0.14175,0.145474797359084,0.1125,0.14175,0.1326927,0.022,0.32,0.298,0.204773067165323,-2.20750891014117,0.072737398679542
"PO3-4-P [mg/L]25","565","Luchob river",16,7,0.017714285714286,0.006102302453836,0.018,0.017714285714286,0.0029652,0.006,0.025,0.019,-0.676651140134644,-0.688157482497059,0.002306453531107
"PO3-4-P [mg/L]26","566","Maykhura river",16,7,0.018857142857143,0.00777664390828,0.023,0.018857142857143,0.0044478,0.006,0.026,0.02,-0.550852785063989,-1.58718535886051,0.002939295116574
"PO3-4-P [mg/L]27","567","Otegen Batyr village",16,10,0.0168,0.010850499220466,0.0165,0.016125,0.0103782,0,0.039,0.039,0.447905658647776,-0.555127454664616,0.003431229128655
"PO3-4-P [mg/L]28","568","Potable water well",16,7,0.018714285714286,0.005936168397047,0.021,0.018714285714286,0.0029652,0.006,0.024,0.018,-1.26249349151401,0.115911062745039,0.002243660759884
"PO3-4-P [mg/L]29","569","Pskem river, Mulala gaging station",16,3,1.47666666666667,2.54034118443435,0.01,1.47666666666667,0,0.01,4.41,4.4,0.384900179459751,-2.33333333333333,1.46666666666667
"PO3-4-P [mg/L]30","570","Radnik",16,4,0.4735,0.924344272083369,0.014,0.4735,0.0081543,0.006,1.86,1.854,0.749946757062808,-1.68753552038248,0.462172136041685
"PO3-4-P [mg/L]31","571","South-East water uptake,  drinking water facility",16,7,0.020285714285714,0.007994045402971,0.021,0.020285714285714,0.0029652,0.006,0.033,0.027,-0.237364546955593,-0.62567362449743,0.003021465157946
"PO3-4-P [mg/L]32","572","Spring on left bank of Chirhik, Hodjakent vil.",16,3,0.683333333333333,1.1402777439437,0.03,0.683333333333333,0.014826,0.02,2,1.98,0.384866877034582,-2.33333333333333,0.658339662416834
